Time,DKe_wind,SE2_wind,SE4_wind
22/01/2015 09.00,0.1021296,0.04457127,0
22/01/2015 10.00,0.09113645,0.01105396,0
22/01/2015 11.00,0.08949722,0.004313146,0
22/01/2015 12.00,0.02590651,0.03465094,0
22/01/2015 13.00,0.01360459,0.006275859,0
22/01/2015 14.00,0.008408878,0,0
22/01/2015 15.00,0.02502291,0,0
22/01/2015 16.00,0,0.02796975,0
22/01/2015 17.00,0,0.03313616,0
22/01/2015 18.00,0,0.03585195,0
22/01/2015 19.00,0,0.02100299,0
22/01/2015 20.00,0,0.01403821,0
22/01/2015 21.00,0,0.01142977,0
22/01/2015 22.00,0,0.007608489,0
22/01/2015 23.00,0,0,0
23/01/2015 00.00,0.003254384,0,0
23/01/2015 01.00,0.004242293,0,0
23/01/2015 02.00,0,0,0
23/01/2015 03.00,0,0,0
23/01/2015 04.00,0.007346008,0,0.007081212
23/01/2015 05.00,0,0,0.006947125
23/01/2015 06.00,0,0,0.02866543
23/01/2015 07.00,0,0,0.05016346
23/01/2015 08.00,0,0,0.04366414
23/01/2015 09.00,0,0,0.05274395
23/01/2015 10.00,0,0,0.02306861
23/01/2015 11.00,0,0,0.0071539
23/01/2015 12.00,0,0,0.0049419
23/01/2015 13.00,0,0,0
23/01/2015 14.00,0,0,0
23/01/2015 15.00,0,0.005098387,0
23/01/2015 16.00,0,0.02564124,0
23/01/2015 17.00,0,0.03340395,0
23/01/2015 18.00,0,0.07548155,0
23/01/2015 19.00,0,0.05875755,0
23/01/2015 20.00,0,0.1419069,0
23/01/2015 21.00,0.03064389,0.2462046,0
23/01/2015 22.00,0.06350432,0.2349325,0
23/01/2015 23.00,0.07771216,0.320117,0.01019592
24/01/2015 00.00,0.2461062,0.2272961,0.01831835
24/01/2015 01.00,0.1292022,0.3301219,0
24/01/2015 02.00,0.358251,0.3293622,0
24/01/2015 03.00,0.3979422,0.2519115,0.001826509
24/01/2015 04.00,0.3667382,0.3533567,0.1053444
24/01/2015 05.00,0.3509253,0.4400103,0.2781185
24/01/2015 06.00,0.5179355,0.4720916,0.2998482
24/01/2015 07.00,0.3186122,0.4692581,0.3079454
24/01/2015 08.00,0.2967598,0.4696323,0.2460692
24/01/2015 09.00,0.3766398,0.4249979,0.321763
24/01/2015 10.00,0.261861,0.4484036,0.2762952
24/01/2015 11.00,0.3003501,0.2840031,0.2113444
24/01/2015 12.00,0.200931,0.3223285,0.150831
24/01/2015 13.00,0.2377481,0.5070812,0.1372667
24/01/2015 14.00,0.132381,0.4193234,0.1358707
24/01/2015 15.00,0.08893883,0.1858148,0.1559449
24/01/2015 16.00,0.1213302,0.2116097,0.0870008
24/01/2015 17.00,0.134838,0.1366622,0.04518192
24/01/2015 18.00,0.1149875,0.1508771,0.0602222
24/01/2015 19.00,0.1311728,0.1053749,0.0424974
24/01/2015 20.00,0.07189826,0.06250493,0.0285366
24/01/2015 21.00,0.1018989,0.09032962,0.05566829
24/01/2015 22.00,0.1660965,0.0755665,0.07177334
24/01/2015 23.00,0.05771472,0.04530971,0.07513118
25/01/2015 00.00,0.09803359,0.0682207,0.0557478
25/01/2015 01.00,0.1624431,0.05710082,0.104583
25/01/2015 02.00,0.2762611,0.07433371,0.1339386
25/01/2015 03.00,0.3041006,0.08330483,0.08712947
25/01/2015 04.00,0.2296706,0.09672401,0.07547108
25/01/2015 05.00,0.2210346,0.1043031,0.03705575
25/01/2015 06.00,0.2159679,0.152302,0.02341511
25/01/2015 07.00,0.2002027,0.1211562,0.03273152
25/01/2015 08.00,0.1976515,0.07034266,0.03009357
25/01/2015 09.00,0.2117589,0.1039885,0.02216588
25/01/2015 10.00,0.1503117,0.08058162,0.0234999
25/01/2015 11.00,0.162776,0.03715323,0.03220917
25/01/2015 12.00,0.1284328,0,0.03240544
25/01/2015 13.00,0.06477558,0,0.03977976
25/01/2015 14.00,0.02908472,0,0.03338559
25/01/2015 15.00,0.1406943,0.02845864,0.0453838
25/01/2015 16.00,0.1855952,0.07777765,0.03868238
25/01/2015 17.00,0.1427354,0.2311113,0.02790135
25/01/2015 18.00,0.1183437,0.3578658,0.02205021
25/01/2015 19.00,0.08879325,0.317349,0.01762277
25/01/2015 20.00,0.04974866,0.4115524,0.003584644
25/01/2015 21.00,0.05887743,0.4668717,0.02160933
25/01/2015 22.00,0.07259493,0.4896145,0.02230912
25/01/2015 23.00,0.08653465,0.4724839,0.01552635
26/01/2015 00.00,0.1404311,0.4629479,0
26/01/2015 01.00,0.2079756,0.4818925,0.001638675
26/01/2015 02.00,0.1770478,0.4493347,0.03644082
26/01/2015 03.00,0.2932884,0.4956059,0.08383991
26/01/2015 04.00,0.3291637,0.4309952,0.1173885
26/01/2015 05.00,0.3566529,0.2769496,0.2339639
26/01/2015 06.00,0.2936912,0.2242689,0.5399051
26/01/2015 07.00,0.5350173,0.2113108,0.3137514
26/01/2015 08.00,0.6123585,0.1714174,0.3767642
26/01/2015 09.00,0.5479851,0.202637,0.5259625
26/01/2015 10.00,0.6484984,0.07869438,0.55638
26/01/2015 11.00,0.5732204,0.1320547,0.6783744
26/01/2015 12.00,0.6866757,0.08313809,0.7697684
26/01/2015 13.00,0.6066329,0.05543885,0.8552231
26/01/2015 14.00,0.5958019,0.04876915,0.8037074
26/01/2015 15.00,0.4697048,0.04097727,0.9400526
26/01/2015 16.00,0.5474247,0.03364265,0.8550925
26/01/2015 17.00,0.3106102,0.02739117,0.9499999
26/01/2015 18.00,0.3105497,0.03799931,0.7761657
26/01/2015 19.00,0.2355233,0.05642784,0.5837559
26/01/2015 20.00,0.3568457,0.01018661,0.4672171
26/01/2015 21.00,0.4517558,0.01541743,0.262776
26/01/2015 22.00,0.3804308,0.04518499,0.1599959
26/01/2015 23.00,0.3574167,0.10294,0.175641
27/01/2015 00.00,0.3379686,0.1487588,0.3273484
27/01/2015 01.00,0.3528717,0.1001633,0.3305141
27/01/2015 02.00,0.468062,0.1198818,0.4397309
27/01/2015 03.00,0.4939704,0.2417202,0.4303099
27/01/2015 04.00,0.4449129,0.2012412,0.5236295
27/01/2015 05.00,0.6275039,0.1199641,0.6889247
27/01/2015 06.00,0.4815778,0.1423167,0.6275241
27/01/2015 07.00,0.3917658,0.1627661,0.5898044
27/01/2015 08.00,0.2425907,0.3072226,0.3892596
27/01/2015 09.00,0.3419684,0.2770589,0.3292347
27/01/2015 10.00,0.3091067,0.3177722,0.2820559
27/01/2015 11.00,0.1879483,0.2453877,0.271751
27/01/2015 12.00,0.1442827,0.169489,0.2237855
27/01/2015 13.00,0.1224151,0.1292223,0.2858912
27/01/2015 14.00,0.2865945,0.137242,0.2358033
27/01/2015 15.00,0.2769524,0.1506806,0.3300407
27/01/2015 16.00,0.1972202,0.1938505,0.5333381
27/01/2015 17.00,0.2847824,0.2347652,0.5086875
27/01/2015 18.00,0.6430072,0.3607917,0.5365133
27/01/2015 19.00,0.6138899,0.2762889,0.4537838
27/01/2015 20.00,0.4440129,0.2897023,0.3860625
27/01/2015 21.00,0.5274571,0.5475023,0.1649591
27/01/2015 22.00,0.3879103,0.5376003,0.1788791
27/01/2015 23.00,0.4346948,0.6476536,0.2077419
28/01/2015 00.00,0.2245732,0.491176,0.346568
28/01/2015 01.00,0.2514268,0.6148399,0.2539798
28/01/2015 02.00,0.3003012,0.5352312,0.2459135
28/01/2015 03.00,0.3176527,0.4720511,0.2476617
28/01/2015 04.00,0.451318,0.2666788,0.3133376
28/01/2015 05.00,0.471341,0.2606529,0.245254
28/01/2015 06.00,0.5629779,0.2472985,0.4858402
28/01/2015 07.00,0.5754397,0.2168993,0.4082454
28/01/2015 08.00,0.7556891,0.2263801,0.6804036
28/01/2015 09.00,0.8326538,0.2108027,0.8794321
28/01/2015 10.00,0.9499999,0.1360331,0.95
28/01/2015 11.00,0.95,0.2273005,0.9492272
28/01/2015 12.00,0.95,0.1606382,0.95
28/01/2015 13.00,0.95,0.1366368,0.95
28/01/2015 14.00,0.9499999,0.1753975,0.95
28/01/2015 15.00,0.95,0.1402347,0.95
28/01/2015 16.00,0.95,0.1409656,0.9499999
28/01/2015 17.00,0.9499999,0.222737,0.95
28/01/2015 18.00,0.95,0.2486956,0.9499999
28/01/2015 19.00,0.95,0.3060358,0.95
28/01/2015 20.00,0.9499999,0.3385637,0.95
28/01/2015 21.00,0.95,0.2203533,0.9499999
28/01/2015 22.00,0.9499999,0.286732,0.95
28/01/2015 23.00,0.8708745,0.2985467,0.95
29/01/2015 00.00,0.9388376,0.336951,0.95
29/01/2015 01.00,0.95,0.3045026,0.95
29/01/2015 02.00,0.95,0.2228957,0.95
29/01/2015 03.00,0.95,0.3136188,0.95
29/01/2015 04.00,0.9499999,0.3629921,0.95
29/01/2015 05.00,0.95,0.2393196,0.9499999
29/01/2015 06.00,0.95,0.2068132,0.95
29/01/2015 07.00,0.95,0.2754141,0.95
29/01/2015 08.00,0.95,0.2559367,0.95
29/01/2015 09.00,0.9189213,0.1879088,0.95
29/01/2015 10.00,0.9389906,0.1028695,0.95
29/01/2015 11.00,0.9499999,0.08562529,0.95
29/01/2015 12.00,0.95,0.1742127,0.95
29/01/2015 13.00,0.9497573,0.1331715,0.9499999
29/01/2015 14.00,0.95,0.1338261,0.9499999
29/01/2015 15.00,0.95,0.2310587,0.9499999
29/01/2015 16.00,0.95,0.4375644,0.95
29/01/2015 17.00,0.9301782,0.4973815,0.95
29/01/2015 18.00,0.910111,0.4785795,0.95
29/01/2015 19.00,0.9077975,0.3508043,0.95
29/01/2015 20.00,0.8035885,0.2950426,0.95
29/01/2015 21.00,0.7173897,0.2568437,0.9455417
29/01/2015 22.00,0.5883681,0.2318467,0.9123597
29/01/2015 23.00,0.5441998,0.1160058,0.7379823
30/01/2015 00.00,0.5202659,0.1169131,0.7062693
30/01/2015 01.00,0.3350996,0.1411543,0.8517252
30/01/2015 02.00,0.2608439,0.1150204,0.7114229
30/01/2015 03.00,0.2594076,0.1007301,0.6595752
30/01/2015 04.00,0.2759652,0.1307565,0.7612878
30/01/2015 05.00,0.09828418,0.1326277,0.5948802
30/01/2015 06.00,0.04679441,0.1561403,0.6681397
30/01/2015 07.00,0.02881012,0.1996882,0.6519458
30/01/2015 08.00,0.07335223,0.1580124,0.5214979
30/01/2015 09.00,0.07725914,0.1410329,0.792254
30/01/2015 10.00,0.007641004,0.1147657,0.7067071
30/01/2015 11.00,0.07796142,0.137009,0.4238107
30/01/2015 12.00,0.08604017,0.2337932,0.3704365
30/01/2015 13.00,0.0157424,0.2391043,0.3452153
30/01/2015 14.00,0.01416926,0.1900333,0.1943054
30/01/2015 15.00,0.08044327,0.1753263,0.3423011
30/01/2015 16.00,0.05466511,0.1552157,0.284445
30/01/2015 17.00,0.04667065,0.1019649,0.1497463
30/01/2015 18.00,0.117091,0.1425138,0.1204126
30/01/2015 19.00,0.1673213,0.1011668,0.09995961
30/01/2015 20.00,0.107249,0.1279756,0.1382371
30/01/2015 21.00,0.08530512,0.1021713,0.04968149
30/01/2015 22.00,0.08163043,0.03943726,0.05786303
30/01/2015 23.00,0.07778912,0.03917331,0.09888088
31/01/2015 00.00,0.2631994,0.02203601,0.05363962
31/01/2015 01.00,0.1192454,0.09237344,0.0175201
31/01/2015 02.00,0.2143964,0.1061469,0.03222806
31/01/2015 03.00,0.1828838,0.0757542,0.07048272
31/01/2015 04.00,0.1415034,0.1292035,0.1112246
31/01/2015 05.00,0.1146186,0.1386987,0.1023176
31/01/2015 06.00,0.1972986,0.1284216,0.08026751
31/01/2015 07.00,0.115022,0.1524228,0.1148526
31/01/2015 08.00,0.08216258,0.1985755,0.08318672
31/01/2015 09.00,0.05691213,0.2234106,0.09055337
31/01/2015 10.00,0.002053227,0.3368638,0.08907746
31/01/2015 11.00,0,0.2543824,0.1040491
31/01/2015 12.00,0,0.1932057,0.08520044
31/01/2015 13.00,0.007491919,0.1965662,0.08088803
31/01/2015 14.00,0.007108429,0.2023457,0.09978317
31/01/2015 15.00,0.02426929,0.1844558,0.1528556
31/01/2015 16.00,0.05476584,0.348165,0.1266467
31/01/2015 17.00,0.04878583,0.3195439,0.1221707
31/01/2015 18.00,0.05500332,0.3906903,0.1797693
31/01/2015 19.00,0.131676,0.2738197,0.1184306
31/01/2015 20.00,0.1126275,0.1507663,0.06715304
31/01/2015 21.00,0.1751864,0.1572458,0.06120121
31/01/2015 22.00,0.3231153,0.1145393,0.02635713
31/01/2015 23.00,0.2065653,0.081792,0.002017948
01/02/2015 00.00,0.2852746,0.1008364,0
01/02/2015 01.00,0.2299275,0.05035977,0
01/02/2015 02.00,0.1676411,0.05294269,0.01804933
01/02/2015 03.00,0.1060661,0.06775839,0.03527882
01/02/2015 04.00,0.05303952,0.06124287,0.1122028
01/02/2015 05.00,0.04962053,0.03611562,0.1589274
01/02/2015 06.00,0.03749177,0.07126808,0.2362688
01/02/2015 07.00,0.02204748,0.09572263,0.2834598
01/02/2015 08.00,0.03618092,0.07463501,0.2457021
01/02/2015 09.00,0.06560882,0.116778,0.2438594
01/02/2015 10.00,0.0410919,0.1124726,0.21373
01/02/2015 11.00,0.08249472,0.1039505,0.1333494
01/02/2015 12.00,0.1943361,0.09657751,0.07212509
01/02/2015 13.00,0.3755479,0.1511871,0.07869556
01/02/2015 14.00,0.5351434,0.1648163,0.1127142
01/02/2015 15.00,0.9243374,0.1610562,0.3082257
01/02/2015 16.00,0.6373155,0.1550662,0.6187872
01/02/2015 17.00,0.3921479,0.2669511,0.818906
01/02/2015 18.00,0.6309728,0.3361539,0.95
01/02/2015 19.00,0.8368096,0.2382416,0.95
01/02/2015 20.00,0.6748795,0.2373857,0.9082875
01/02/2015 21.00,0.6441749,0.2299742,0.9115608
01/02/2015 22.00,0.6108325,0.2502674,0.7057348
01/02/2015 23.00,0.5422129,0.2329221,0.6513603
02/02/2015 00.00,0.475063,0.1889369,0.5736037
02/02/2015 01.00,0.340342,0.175957,0.5081023
02/02/2015 02.00,0.2306532,0.1539863,0.6354073
02/02/2015 03.00,0.38697,0.1636587,0.6453715
02/02/2015 04.00,0.4361989,0.1244481,0.4591387
02/02/2015 05.00,0.4787505,0.05842019,0.5787945
02/02/2015 06.00,0.3713378,0.04554819,0.9499999
02/02/2015 07.00,0.5505543,0.04697608,0.7738564
02/02/2015 08.00,0.4971653,0.03312915,0.6021814
02/02/2015 09.00,0.3730461,0.05222062,0.5107136
02/02/2015 10.00,0.5069885,0.003919371,0.4428159
02/02/2015 11.00,0.4408055,0.02982479,0.5104407
02/02/2015 12.00,0.4325404,0.01832701,0.5089577
02/02/2015 13.00,0.3291321,0.01707007,0.4595294
02/02/2015 14.00,0.2533599,0.02263353,0.320851
02/02/2015 15.00,0.1407877,0.02637658,0.3714682
02/02/2015 16.00,0.2147445,0.02889327,0.2423165
02/02/2015 17.00,0.226113,0.02858059,0.374537
02/02/2015 18.00,0.3819495,0.04427177,0.2930396
02/02/2015 19.00,0.2497027,0.06295729,0.3253465
02/02/2015 20.00,0.2383664,0.01500167,0.3842311
02/02/2015 21.00,0.2812294,0.02005609,0.2728394
02/02/2015 22.00,0.3183516,0.03777965,0.1414247
02/02/2015 23.00,0.3435286,0.05000135,0.0639567
03/02/2015 00.00,0.3128548,0.02939333,0.07244988
03/02/2015 01.00,0.4269758,0.001947057,0.04938478
03/02/2015 02.00,0.5930099,0.02120068,0.04002649
03/02/2015 03.00,0.4856571,0.08104812,0.006113762
03/02/2015 04.00,0.3840401,0.07552774,0
03/02/2015 05.00,0.6172602,0.04059846,0.004922119
03/02/2015 06.00,0.5398194,0.04706966,0.01213627
03/02/2015 07.00,0.4382621,0.04992667,0.05358
03/02/2015 08.00,0.3171704,0.09513341,0.04077066
03/02/2015 09.00,0.4421912,0.03661248,0.01559062
03/02/2015 10.00,0.3059927,0.02282595,0.000418028
03/02/2015 11.00,0.1350744,0.02290246,0
03/02/2015 12.00,0.08561885,0.02407376,0
03/02/2015 13.00,0.05517483,0.009928944,0.004101364
03/02/2015 14.00,0.1445421,0.01136539,0
03/02/2015 15.00,0.1432229,0.01824352,0.007006044
03/02/2015 16.00,0.07175642,0.02856204,0.03037984
03/02/2015 17.00,0.03560069,0.03039165,0.01386618
03/02/2015 18.00,0.03528777,0.05674327,0.01853091
03/02/2015 19.00,0,0.02875658,0.02867077
03/02/2015 20.00,0,0.02157277,0.06693017
03/02/2015 21.00,0,0.04996227,0.03045088
03/02/2015 22.00,0,0.0331127,0.03124891
03/02/2015 23.00,0,0.05448302,0.02229225
04/02/2015 00.00,0,0.02704866,0.04789236
04/02/2015 01.00,0,0.06767191,0.02886038
04/02/2015 02.00,0,0.06022749,0.03499955
04/02/2015 03.00,0,0.05953193,0.02835847
04/02/2015 04.00,0,0.04616178,0.03983889
04/02/2015 05.00,0,0.0577205,0.0211044
04/02/2015 06.00,0,0.04994997,0.08376801
04/02/2015 07.00,0,0.04646615,0.04513682
04/02/2015 08.00,0,0.03954937,0.0857805
04/02/2015 09.00,0.003615549,0.03114274,0.0933428
04/02/2015 10.00,0.06047257,0.007498857,0.07305473
04/02/2015 11.00,0.05664938,0.02102704,0.02513321
04/02/2015 12.00,0.0296406,0.001336673,0.005359813
04/02/2015 13.00,0.02247271,0,0.004865865
04/02/2015 14.00,0.03123344,0.007004366,0.01996979
04/02/2015 15.00,0.0545976,0,0.03902211
04/02/2015 16.00,0.04892324,0,0.0541322
04/02/2015 17.00,0.05065861,0,0.07300764
04/02/2015 18.00,0.0356883,0,0.1640316
04/02/2015 19.00,0.1077648,0,0.1214305
04/02/2015 20.00,0.1499402,0,0.1246698
04/02/2015 21.00,0.05394445,0,0.1309004
04/02/2015 22.00,0.1215737,0,0.1086555
04/02/2015 23.00,0.10307,0,0.1337883
05/02/2015 00.00,0.07768802,0,0.1271207
05/02/2015 01.00,0.0760224,0,0.1756492
05/02/2015 02.00,0.04916501,0,0.1424625
05/02/2015 03.00,0.063871,0,0.12105
05/02/2015 04.00,0.04763693,0,0.1212258
05/02/2015 05.00,0.005688829,0,0.1066702
05/02/2015 06.00,0.015117,0,0.09465355
05/02/2015 07.00,0.067323,0,0.1634287
05/02/2015 08.00,0.06855263,0.00859452,0.234595
05/02/2015 09.00,0.03351901,0.04586297,0.2560026
05/02/2015 10.00,0.02190336,0.05049804,0.2639816
05/02/2015 11.00,0.04413934,0.05224162,0.2778868
05/02/2015 12.00,0.01338366,0.1119809,0.2760666
05/02/2015 13.00,0.007846965,0.09960747,0.3240924
05/02/2015 14.00,0.0169539,0.1190535,0.2405378
05/02/2015 15.00,0.05356251,0.2061529,0.2446045
05/02/2015 16.00,0.02387455,0.4311161,0.1670831
05/02/2015 17.00,0.009258027,0.5684499,0.2047476
05/02/2015 18.00,0.01621496,0.6170366,0.1961164
05/02/2015 19.00,0.02505728,0.5869035,0.1397743
05/02/2015 20.00,0.0125768,0.8048022,0.1118352
05/02/2015 21.00,0.00381954,0.95,0.07020939
05/02/2015 22.00,0,0.9499999,0.05149941
05/02/2015 23.00,0,0.95,0.0242224
06/02/2015 00.00,0.002029297,0.9499999,0.002490372
06/02/2015 01.00,0,0.95,0
06/02/2015 02.00,0,0.95,0
06/02/2015 03.00,0,0.95,0
06/02/2015 04.00,0,0.95,0.01768446
06/02/2015 05.00,0,0.95,0.01707727
06/02/2015 06.00,0.008079114,0.95,0.04005857
06/02/2015 07.00,0.01350906,0.9499999,0.07739499
06/02/2015 08.00,0.03897591,0.9499999,0.08886437
06/02/2015 09.00,0.05255188,0.95,0.1253527
06/02/2015 10.00,0.00390479,0.95,0.1081949
06/02/2015 11.00,0.08273529,0.95,0.1282379
06/02/2015 12.00,0.1214702,0.95,0.2068612
06/02/2015 13.00,0.04980922,0.9422641,0.2491115
06/02/2015 14.00,0.07483452,0.7637658,0.1378607
06/02/2015 15.00,0.2328363,0.5696694,0.3408952
06/02/2015 16.00,0.3353173,0.5946522,0.494599
06/02/2015 17.00,0.4972748,0.7126777,0.3600361
06/02/2015 18.00,0.5304334,0.9311181,0.3446597
06/02/2015 19.00,0.4593271,0.8729209,0.4474692
06/02/2015 20.00,0.4237206,0.95,0.6323044
06/02/2015 21.00,0.443028,0.9214933,0.3514002
06/02/2015 22.00,0.34178,0.6073993,0.3644654
06/02/2015 23.00,0.2022502,0.6666662,0.4573318
07/02/2015 00.00,0.381595,0.5623587,0.4342818
07/02/2015 01.00,0.1884491,0.6407715,0.3897454
07/02/2015 02.00,0.3414385,0.4639925,0.4055743
07/02/2015 03.00,0.3111925,0.6035573,0.4582607
07/02/2015 04.00,0.2847194,0.95,0.5274522
07/02/2015 05.00,0.3346688,0.95,0.5484023
07/02/2015 06.00,0.6350366,0.9499999,0.648038
07/02/2015 07.00,0.5074204,0.95,0.897261
07/02/2015 08.00,0.5983459,0.95,0.8873081
07/02/2015 09.00,0.8570588,0.95,0.95
07/02/2015 10.00,0.9038537,0.9499999,0.9499999
07/02/2015 11.00,0.95,0.95,0.95
07/02/2015 12.00,0.9499999,0.95,0.95
07/02/2015 13.00,0.9499999,0.95,0.9499999
07/02/2015 14.00,0.9499999,0.95,0.9499999
07/02/2015 15.00,0.9499999,0.95,0.95
07/02/2015 16.00,0.95,0.9499999,0.9499999
07/02/2015 17.00,0.95,0.95,0.95
07/02/2015 18.00,0.9499999,0.95,0.9499999
07/02/2015 19.00,0.95,0.9499999,0.9499999
07/02/2015 20.00,0.95,0.95,0.9499999
07/02/2015 21.00,0.95,0.9499999,0.95
07/02/2015 22.00,0.9499999,0.95,0.95
07/02/2015 23.00,0.95,0.95,0.95
08/02/2015 00.00,0.95,0.95,0.95
08/02/2015 01.00,0.95,0.95,0.95
08/02/2015 02.00,0.9499999,0.9499999,0.9499999
08/02/2015 03.00,0.9499999,0.95,0.95
08/02/2015 04.00,0.95,0.95,0.95
08/02/2015 05.00,0.95,0.9499999,0.95
08/02/2015 06.00,0.95,0.9407377,0.95
08/02/2015 07.00,0.95,0.6838198,0.9499999
08/02/2015 08.00,0.9499999,0.2978124,0.95
08/02/2015 09.00,0.95,0.3684734,0.95
08/02/2015 10.00,0.95,0.3675504,0.9499999
08/02/2015 11.00,0.95,0.4585483,0.95
08/02/2015 12.00,0.95,0.2795324,0.95
08/02/2015 13.00,0.9363043,0.07588913,0.9178853
08/02/2015 14.00,0.5153827,0.02777706,0.7220197
08/02/2015 15.00,0.6386456,0.04911535,0.7616159
08/02/2015 16.00,0.5058773,0.1477372,0.7864573
08/02/2015 17.00,0.3696267,0.7864838,0.7195677
08/02/2015 18.00,0.4682363,0.95,0.609647
08/02/2015 19.00,0.6299176,0.9499999,0.5950164
08/02/2015 20.00,0.6772204,0.95,0.4274272
08/02/2015 21.00,0.9006786,0.95,0.4264537
08/02/2015 22.00,0.9229389,0.95,0.3893498
08/02/2015 23.00,0.9152258,0.95,0.4398274
09/02/2015 00.00,0.95,0.95,0.4947055
09/02/2015 01.00,0.9499999,0.95,0.4912581
09/02/2015 02.00,0.95,0.95,0.581049
09/02/2015 03.00,0.95,0.95,0.676921
09/02/2015 04.00,0.9499999,0.9499999,0.6672753
09/02/2015 05.00,0.9499999,0.95,0.8348175
09/02/2015 06.00,0.7892876,0.95,0.9499999
09/02/2015 07.00,0.8376822,0.95,0.9350114
09/02/2015 08.00,0.6121893,0.5261286,0.9434359
09/02/2015 09.00,0.3125416,0.4235775,0.9497235
09/02/2015 10.00,0.3058656,0.2407974,0.852434
09/02/2015 11.00,0.2676713,0.5524929,0.7655488
09/02/2015 12.00,0.3313423,0.6666932,0.6029704
09/02/2015 13.00,0.2726851,0.7554951,0.4887299
09/02/2015 14.00,0.2745671,0.8772711,0.3687735
09/02/2015 15.00,0.229565,0.95,0.4220132
09/02/2015 16.00,0.3751642,0.95,0.3293994
09/02/2015 17.00,0.4363431,0.95,0.692748
09/02/2015 18.00,0.8158988,0.95,0.6305034
09/02/2015 19.00,0.7504871,0.95,0.607009
09/02/2015 20.00,0.7630843,0.95,0.7872684
09/02/2015 21.00,0.7390534,0.95,0.9108629
09/02/2015 22.00,0.6635682,0.95,0.8893214
09/02/2015 23.00,0.6547334,0.9499999,0.8249261
10/02/2015 00.00,0.6129631,0.9499999,0.9222439
10/02/2015 01.00,0.598858,0.95,0.8334597
10/02/2015 02.00,0.6279911,0.95,0.8925614
10/02/2015 03.00,0.5139721,0.95,0.7653424
10/02/2015 04.00,0.4605089,0.95,0.6330282
10/02/2015 05.00,0.8021924,0.95,0.5944386
10/02/2015 06.00,0.7011316,0.9499999,0.440419
10/02/2015 07.00,0.5650655,0.95,0.3537855
10/02/2015 08.00,0.3864311,0.95,0.201955
10/02/2015 09.00,0.5742235,0.95,0.184401
10/02/2015 10.00,0.6356415,0.95,0.2218725
10/02/2015 11.00,0.5321437,0.9499999,0.2863865
10/02/2015 12.00,0.4771499,0.9499999,0.2156011
10/02/2015 13.00,0.400474,0.95,0.2007942
10/02/2015 14.00,0.7124364,0.95,0.1397874
10/02/2015 15.00,0.710124,0.95,0.1999736
10/02/2015 16.00,0.4350242,0.9499999,0.3063658
10/02/2015 17.00,0.3465525,0.95,0.2174345
10/02/2015 18.00,0.6197845,0.95,0.1917985
10/02/2015 19.00,0.7182222,0.7295184,0.2103904
10/02/2015 20.00,0.6342747,0.6134585,0.2262431
10/02/2015 21.00,0.7634429,0.7518262,0.07041249
10/02/2015 22.00,0.6101491,0.610437,0.04498177
10/02/2015 23.00,0.5329152,0.5945398,0.05483943
11/02/2015 00.00,0.2207816,0.3372257,0.2139916
11/02/2015 01.00,0.2366929,0.4015824,0.2213326
11/02/2015 02.00,0.2641134,0.3389919,0.1663783
11/02/2015 03.00,0.2696391,0.3356286,0.1749017
11/02/2015 04.00,0.336775,0.2665884,0.4436002
11/02/2015 05.00,0.3475177,0.2695284,0.4797766
11/02/2015 06.00,0.442398,0.227342,0.6290816
11/02/2015 07.00,0.3232105,0.2036671,0.4002045
11/02/2015 08.00,0.30117,0.184954,0.6112992
11/02/2015 09.00,0.2220738,0.1603489,0.4919178
11/02/2015 10.00,0.1751488,0.09347519,0.2841634
11/02/2015 11.00,0.05658506,0.1305192,0.1215253
11/02/2015 12.00,0.008099731,0.1065464,0.07274028
11/02/2015 13.00,0.003100871,0.1297988,0.06149444
11/02/2015 14.00,0.03236083,0.1719885,0.089132
11/02/2015 15.00,0.09498262,0.1253443,0.1375873
11/02/2015 16.00,0.1382127,0.1131947,0.1622263
11/02/2015 17.00,0.2884053,0.153538,0.177077
11/02/2015 18.00,0.351608,0.1322603,0.3107325
11/02/2015 19.00,0.4822397,0.1332338,0.2713984
11/02/2015 20.00,0.4427421,0.1593168,0.3567407
11/02/2015 21.00,0.168251,0.1219912,0.4748744
11/02/2015 22.00,0.1916393,0.1631096,0.4295242
11/02/2015 23.00,0.2033017,0.1564133,0.375878
12/02/2015 00.00,0.3340759,0.2030193,0.2286086
12/02/2015 01.00,0.4281139,0.2255641,0.2241897
12/02/2015 02.00,0.3203973,0.2127448,0.2156173
12/02/2015 03.00,0.3660003,0.3421794,0.276227
12/02/2015 04.00,0.4623892,0.4289311,0.3629585
12/02/2015 05.00,0.3893254,0.4333251,0.4100526
12/02/2015 06.00,0.4200761,0.6388682,0.4032541
12/02/2015 07.00,0.4813837,0.9448611,0.4430129
12/02/2015 08.00,0.3353332,0.9499999,0.4029147
12/02/2015 09.00,0.1824182,0.9244518,0.3243492
12/02/2015 10.00,0.0826022,0.5422663,0.2227946
12/02/2015 11.00,0.07367033,0.3353468,0.1647162
12/02/2015 12.00,0.03135148,0.4229279,0.1269114
12/02/2015 13.00,0.02161765,0.2432254,0.1295172
12/02/2015 14.00,0.02476529,0.1449481,0.1061608
12/02/2015 15.00,0.08842455,0.1614981,0.1599092
12/02/2015 16.00,0.09467916,0.2313632,0.1551166
12/02/2015 17.00,0.1140054,0.1913419,0.2311352
