HourUTC,HourDK,PriceArea,TotalLoad,Biomass,FossilGas,FossilHardCoal,FossilOil,HydroPower,OtherRenewable,SolarPower,Waste,OnshoreWindPower,OffshoreWindPower,ExchangeContinent,ExchangeGreatBelt,ExchangeNordicCountries
2022-03-05T04:00:00+00:00,2022-03-05T05:00:00,DK2,1434.32,594.07,83.86,139.93,27.88,,,0,70.39,44.51,53.89,-878,6,1313
2022-03-05T05:00:00+00:00,2022-03-05T06:00:00,DK1,2255.83,329.18,339.41,1440.56,15.71,2.59,2.72,2.05,93.8,295.61,198.49,-1841,-10,1411
2022-03-05T05:00:00+00:00,2022-03-05T06:00:00,DK2,1502.02,615.65,125.17,149.75,29.92,,,0.04,70.76,45.72,25.91,-879,10,1330
2022-03-05T06:00:00+00:00,2022-03-05T07:00:00,DK1,2418.09,326.36,348.45,1397.04,14.15,2.59,3.48,27.42,93.28,281.14,232.29,-1563,-134,1411
2022-03-05T06:00:00+00:00,2022-03-05T07:00:00,DK2,1615.11,620.15,120.43,139.43,29.64,,,14.32,70.25,52.3,31.99,-613,134,1038
2022-03-05T07:00:00+00:00,2022-03-05T08:00:00,DK1,2504.31,298.68,365.57,1380.21,12.86,2.58,3.36,181.83,93.26,209.18,237.88,-1737,70,1411
2022-03-05T07:00:00+00:00,2022-03-05T08:00:00,DK2,1720.94,588.29,122.4,139.12,30.3,,,79.53,71.35,51.9,40.01,-534,-70,1222
2022-03-05T08:00:00+00:00,2022-03-05T09:00:00,DK1,2499.08,306.24,400.14,1274.89,15.06,2.58,3.59,406.41,94.12,106.52,215.21,-1723,14,1411
2022-03-05T08:00:00+00:00,2022-03-05T09:00:00,DK2,1767.01,619.77,147.48,155.57,32.9,,,159.71,72.3,34.81,49.48,-717,-14,1249
2022-03-05T09:00:00+00:00,2022-03-05T10:00:00,DK1,2549.57,309.02,271.55,1146.26,10.63,2.58,3.13,550.68,91.78,87.09,145.76,-1522,67,1411
2022-03-05T09:00:00+00:00,2022-03-05T10:00:00,DK2,1803.17,561.63,118.96,133.33,29.61,,,193.11,72.38,39.38,57.07,-634,-67,1320
2022-03-05T10:00:00+00:00,2022-03-05T11:00:00,DK1,2524.14,306.18,238.25,1156.29,9.84,2.58,3.06,570.62,90.26,94.78,110.91,-1559,119,1411
2022-03-05T10:00:00+00:00,2022-03-05T11:00:00,DK2,1785.74,549.88,78.35,133.83,30.54,,,164.54,72.13,31.14,45.17,-518,-119,1338
2022-03-05T11:00:00+00:00,2022-03-05T12:00:00,DK1,2461.33,307.8,252.98,1168.67,11.15,2.58,3.19,534.32,91.42,59.72,44.46,-1567,170,1411
2022-03-05T11:00:00+00:00,2022-03-05T12:00:00,DK2,1765.19,548.36,83.75,142.74,31.86,,,178.48,72.94,26.9,21.41,-414,-170,1264
2022-03-05T12:00:00+00:00,2022-03-05T13:00:00,DK1,2391.28,308.71,324.14,1168.14,15.34,2.58,3.61,513.63,93.54,48.8,4.53,-1587,110,1411
2022-03-05T12:00:00+00:00,2022-03-05T13:00:00,DK2,1733.87,547.36,104.8,157.84,34.41,,,154.72,73.14,27.42,23.8,-531,-110,1274
2022-03-05T13:00:00+00:00,2022-03-05T14:00:00,DK1,2374.77,307.73,259.21,1103.41,11.77,2.58,3.26,486.18,93.47,44.31,0.26,-1452,128,1411
2022-03-05T13:00:00+00:00,2022-03-05T14:00:00,DK2,1721.6,542.64,90.78,148.49,32.16,,,135.75,72.64,29.45,26.11,-520,-128,1315
2022-03-05T14:00:00+00:00,2022-03-05T15:00:00,DK1,2367.82,313.59,283.72,1192,12.33,2.59,3.31,336.63,92.42,39.49,0,-1371,75,1411
2022-03-05T14:00:00+00:00,2022-03-05T15:00:00,DK2,1700.02,531.99,122.74,149.97,32.57,,,73.65,72.98,29.06,27.56,-556,-75,1311
2022-03-05T15:00:00+00:00,2022-03-05T16:00:00,DK1,2417.3,356.83,408.75,1253.91,16.94,2.59,3.87,205.82,98.07,42.18,0.01,-1470,112,1411
2022-03-05T15:00:00+00:00,2022-03-05T16:00:00,DK2,1744.18,563.93,182.05,164.35,36.21,,,32.68,73.9,29.88,26.18,-535,-112,1305
2022-03-05T16:00:00+00:00,2022-03-05T17:00:00,DK1,2618.89,371.27,374.22,1354.63,13.39,2.59,3.53,50.37,116.73,40.66,0,-1066,-28,1411
2022-03-05T16:00:00+00:00,2022-03-05T17:00:00,DK2,1883.07,581.21,181.94,150.99,37.05,,,6.14,72.99,27.74,19.22,-344,28,1146
2022-03-05T17:00:00+00:00,2022-03-05T18:00:00,DK1,2713.68,368.37,425.36,1381.35,15.51,2.6,3.73,2.79,118.75,48.59,0,-1000,-36,1411
2022-03-05T17:00:00+00:00,2022-03-05T18:00:00,DK2,1974.15,603.64,189.7,152.27,36.58,,,0,72.89,29.55,14.22,-337,36,1198
2022-03-05T18:00:00+00:00,2022-03-05T19:00:00,DK1,2553.31,369.37,461.96,1465.05,16.77,2.59,3.85,1.85,119.53,66.31,0.68,-1256,-78,1411
2022-03-05T18:00:00+00:00,2022-03-05T19:00:00,DK2,1888.91,611.78,188.43,152.31,34.54,,,0,72.91,25.86,5.29,-503,78,1244
2022-03-05T19:00:00+00:00,2022-03-05T20:00:00,DK1,2434,376.24,444.06,1463.08,16.22,2.59,3.8,1.86,117.59,100.31,2.03,-1514,43,1411
2022-03-05T19:00:00+00:00,2022-03-05T20:00:00,DK2,1778.45,595.56,188.17,152.41,32.68,,,0,74.27,23.7,5.86,-464,-43,1235
2022-03-05T20:00:00+00:00,2022-03-05T21:00:00,DK1,2346.16,382.33,409.16,1490.15,15.84,2.59,3.68,1.86,117.81,121,21.68,-1544,-51,1411
2022-03-05T20:00:00+00:00,2022-03-05T21:00:00,DK2,1688.84,570.87,180.49,149.78,30.36,,,0,73.57,21.8,2.77,-641,51,1271
2022-03-05T21:00:00+00:00,2022-03-05T22:00:00,DK1,2263.66,370.67,390.82,1462.87,16.5,2.58,3.76,1.85,96.29,139.58,41.6,-1588,-48,1411
2022-03-05T21:00:00+00:00,2022-03-05T22:00:00,DK2,1614.76,562.24,171.75,137.62,27.24,,,0,71.73,22.8,5.16,-639,48,1229
2022-03-05T22:00:00+00:00,2022-03-05T23:00:00,DK1,2146.22,367.45,397.58,1332.24,17.31,2.52,3.88,1.86,95.13,157.33,77.82,-1675,-5,1411
2022-03-05T22:00:00+00:00,2022-03-05T23:00:00,DK2,1536.01,540.86,181.24,145.05,27.97,,,0,73.56,22.59,12.54,-703,5,1252
2022-03-05T23:00:00+00:00,2022-03-06T00:00:00,DK1,2072.56,360.05,323.33,1382.4,18.97,2.19,4.07,1.86,96.2,201.49,90.67,-1728,-51,1411
2022-03-05T23:00:00+00:00,2022-03-06T00:00:00,DK2,1481.17,530.82,133.25,148.24,28.91,,,0,73.76,22,12.38,-821,51,1324
2022-03-06T00:00:00+00:00,2022-03-06T01:00:00,DK1,2028.58,356.18,257.77,1371.59,17.68,2.19,3.95,1.86,95.28,217.74,60.68,-1779,53,1411
2022-03-06T00:00:00+00:00,2022-03-06T01:00:00,DK2,1443.33,531.51,111.33,142.14,27.75,,,0,73.77,23.1,7.21,-726,-53,1328
2022-03-06T01:00:00+00:00,2022-03-06T02:00:00,DK1,1993.6,371.15,274.16,1447.06,19.54,2.19,4.09,1.86,96.41,173.99,44.06,-1725,-85,1411
2022-03-06T01:00:00+00:00,2022-03-06T02:00:00,DK2,1409.8,531.24,121.83,146.11,28.46,,,0,73.93,22.82,12.3,-891,85,1303
2022-03-06T02:00:00+00:00,2022-03-06T03:00:00,DK1,1987.29,350.63,222.08,1338.35,14,2.19,3.55,1.86,99.81,210.02,44.64,-1579,-87,1411
2022-03-06T02:00:00+00:00,2022-03-06T03:00:00,DK2,1410.29,530.9,103.32,130.64,25.27,,,0,72.6,23.83,47.29,-870,87,1282
2022-03-06T03:00:00+00:00,2022-03-06T04:00:00,DK1,1982.54,339.84,203.09,1260.58,11.64,2.19,3.34,1.87,115.16,203.89,71.15,-1612,10,1411
2022-03-06T03:00:00+00:00,2022-03-06T04:00:00,DK2,1401.23,531.75,102.55,128.54,24.89,,,0,73.55,24.39,55.98,-818,-10,1309
2022-03-06T04:00:00+00:00,2022-03-06T05:00:00,DK1,2025.66,336.75,200.7,1228.28,11.31,2.19,3.24,1.86,111.92,190.33,90.57,-1450,-75,1411
2022-03-06T04:00:00+00:00,2022-03-06T05:00:00,DK2,1413.88,527.9,102.12,127.03,24.63,,,0,73.15,27.66,38.98,-775,75,1213
2022-03-06T05:00:00+00:00,2022-03-06T06:00:00,DK1,2136.42,340.77,214.88,1287.53,10.85,2.19,2.15,2.01,117.17,204.29,105.88,-1435,-90,1411
2022-03-06T05:00:00+00:00,2022-03-06T06:00:00,DK2,1458.08,543,74.23,133.7,26.3,,,0.09,72.73,29.45,42.73,-738,90,1206
2022-03-06T06:00:00+00:00,2022-03-06T07:00:00,DK1,2277.87,327.5,227,1303.24,11.18,2.18,2.21,34.24,116.63,207.52,130.88,-1416,-43,1411
2022-03-06T06:00:00+00:00,2022-03-06T07:00:00,DK2,1544.39,559.81,73.87,135.21,27.83,,,16.56,73.06,30.77,48.04,-463,43,1023
2022-03-06T07:00:00+00:00,2022-03-06T08:00:00,DK1,2416.16,319.56,223.16,1194.36,13.66,2.18,2.47,202.5,95.63,204.48,100.03,-1275,-42,1411
2022-03-06T07:00:00+00:00,2022-03-06T08:00:00,DK2,1672.09,558.91,79.18,122.77,28.54,,,93.31,72.97,29.41,13.96,-580,42,1233
2022-03-06T08:00:00+00:00,2022-03-06T09:00:00,DK1,2406.21,333.63,172.62,1024.81,14.06,2.19,2.51,431.21,93.2,158.92,115.65,-1379,56,1411
2022-03-06T08:00:00+00:00,2022-03-06T09:00:00,DK2,1742.96,537.59,116.56,84.58,28.83,,,195.54,72.96,29.69,7.79,-510,-56,1257
2022-03-06T09:00:00+00:00,2022-03-06T10:00:00,DK1,2391.13,351.68,186.79,1085.39,16.46,2.18,2.75,617.65,94.08,152.93,210.31,-1665,-46,1411
2022-03-06T09:00:00+00:00,2022-03-06T10:00:00,DK2,1760.87,547.27,119.8,88.26,26.39,,,272.73,72.92,34.35,55.56,-689,46,1209
2022-03-06T10:00:00+00:00,2022-03-06T11:00:00,DK1,2330.06,353.54,152.94,1076.17,14.26,2.18,2.53,734.25,93.31,151.85,203.44,-1653,-185,1411
2022-03-06T10:00:00+00:00,2022-03-06T11:00:00,DK2,1750.2,565.69,112.73,78.98,24.2,,,299.63,69.87,40.73,82.22,-927,185,1240
2022-03-06T11:00:00+00:00,2022-03-06T12:00:00,DK1,2247.11,355.21,150.07,1109.93,14.1,2.18,2.65,736.71,92.47,152.1,141.32,-1684,-207,1411
2022-03-06T11:00:00+00:00,2022-03-06T12:00:00,DK2,1711.42,565.58,90.16,98.79,24.65,,,269.28,67.55,53.93,75.89,-948,207,1228
2022-03-06T12:00:00+00:00,2022-03-06T13:00:00,DK1,2211.59,339.57,148.63,1097.1,14.17,2.18,3.56,732.29,92.94,177.52,110.09,-1709,-178,1411
2022-03-06T12:00:00+00:00,2022-03-06T13:00:00,DK2,1676.06,562.77,68.63,108.57,24.62,,,270.96,69.95,59.73,97.36,-942,178,1201
2022-03-06T13:00:00+00:00,2022-03-06T14:00:00,DK1,2253.18,321.69,149.81,1040.04,14.44,2.18,3.48,682.97,92.96,215.4,188.17,-1656,-190,1411
2022-03-06T13:00:00+00:00,2022-03-06T14:00:00,DK2,1652.52,566.92,67.03,110.53,25.13,,,257.39,71.8,57.83,111.63,-866,190,1082
2022-03-06T14:00:00+00:00,2022-03-06T15:00:00,DK1,2270.53,334.5,191.15,1101.23,14.23,2.18,3.59,528.24,92.6,228.65,259.55,-1540,-335,1411
2022-03-06T14:00:00+00:00,2022-03-06T15:00:00,DK2,1621.03,566.62,66.93,109.14,24.89,,,201.28,71.78,50.46,81.05,-849,335,983
2022-03-06T15:00:00+00:00,2022-03-06T16:00:00,DK1,2350.39,356.7,340.68,1293.54,15.04,2.19,3.67,297.46,99.92,233.41,270.33,-1567,-357,1387
2022-03-06T15:00:00+00:00,2022-03-06T16:00:00,DK2,1665.28,575.65,79.41,138.17,28.52,,,106.9,72.28,50.26,80.71,-867,357,1065
2022-03-06T16:00:00+00:00,2022-03-06T17:00:00,DK1,2569.88,386.77,422.21,1426.17,14.98,2.19,3.48,72.65,117.41,200.05,272.42,-1369,-68,1134
2022-03-06T16:00:00+00:00,2022-03-06T17:00:00,DK2,1833.69,586.55,129.58,147.49,34.24,,,19.95,73.26,63.76,99.98,-569,68,1207
2022-03-06T17:00:00+00:00,2022-03-06T18:00:00,DK1,2662.84,413.66,463.81,1456.48,16.21,2.19,3.59,2.21,116.89,189.87,260.39,-1617,-5,1390
2022-03-06T17:00:00+00:00,2022-03-06T18:00:00,DK2,1942.8,607.51,168.05,149.72,36.33,,,0.09,73.2,86.22,82.03,-444,5,1204
2022-03-06T18:00:00+00:00,2022-03-06T19:00:00,DK1,2568.59,436.64,463.96,1474.09,16.34,2.19,3.66,0.39,116.96,186.82,212.93,-1639,-84,1411
2022-03-06T18:00:00+00:00,2022-03-06T19:00:00,DK2,1878.78,613.11,173.52,150.15,34.84,,,0,73.1,127.88,148.16,-719,84,1217
2022-03-06T19:00:00+00:00,2022-03-06T20:00:00,DK1,2444.03,413.85,459.25,1473.79,16.32,2.19,3.79,0.43,117.07,145.75,137.58,-1766,66,1411
2022-03-06T19:00:00+00:00,2022-03-06T20:00:00,DK2,1776.1,606.48,175.76,150.22,33.63,,,0,72.76,112.8,195.44,-764,-66,1284
2022-03-06T20:00:00+00:00,2022-03-06T21:00:00,DK1,2335.19,408.96,444.99,1433.33,16.2,2.19,3.65,0.4,119.09,117.54,94.27,-1711,40,1411
2022-03-06T20:00:00+00:00,2022-03-06T21:00:00,DK2,1677.27,585.96,175.39,147.8,31.77,,,0,72.94,107.55,197.79,-861,-40,1284
2022-03-06T21:00:00+00:00,2022-03-06T22:00:00,DK1,2210.11,429.4,460.04,1454.73,17.69,2.25,3.84,0.4,117.87,75.04,54.67,-1801,30,1411
2022-03-06T21:00:00+00:00,2022-03-06T22:00:00,DK2,1557.47,567.15,180.97,154.59,32.18,,,0,74.23,86.04,115.61,-908,-30,1312
2022-03-06T22:00:00+00:00,2022-03-06T23:00:00,DK1,2178.44,409.8,425.05,1369.86,15.7,2.39,3.6,0.4,118.17,59.6,53.76,-1659,12,1411
2022-03-06T22:00:00+00:00,2022-03-06T23:00:00,DK2,1485.75,559.86,126.63,147.21,30.38,,,0,73.91,73.4,96.25,-838,-12,1255
2022-03-06T23:00:00+00:00,2022-03-07T00:00:00,DK1,2059.91,408.82,435.71,1321.41,16.24,2.39,3.75,0.39,117.55,51.72,36.58,-1900,202,1411
2022-03-06T23:00:00+00:00,2022-03-07T00:00:00,DK2,1378.86,619.72,150.72,147.74,29.99,,,0,73.92,75.39,92.91,-828,-202,1249
2022-03-07T00:00:00+00:00,2022-03-07T01:00:00,DK1,2059.43,412.73,368.84,1305.77,12.13,2.39,3.2,0.4,115.65,52.2,36.79,-1821,203,1411
2022-03-07T00:00:00+00:00,2022-03-07T01:00:00,DK2,1355.16,545.52,135.95,129.69,24.87,,,0,72.51,80.55,90.24,-758,-203,1263
2022-03-07T01:00:00+00:00,2022-03-07T02:00:00,DK1,2043.98,394.45,336.3,1307.87,11.67,2.39,3.14,0.39,117.23,52.66,42.61,-1764,169,1411
2022-03-07T01:00:00+00:00,2022-03-07T02:00:00,DK2,1332.14,544.51,125.75,130.2,24.9,,,0,72.88,72.05,94.96,-823,-169,1288
2022-03-07T02:00:00+00:00,2022-03-07T03:00:00,DK1,2061.48,379.44,327.55,1264.98,11.18,2.39,3.24,0.39,118.25,52.1,36.64,-1591,85,1411
2022-03-07T02:00:00+00:00,2022-03-07T03:00:00,DK2,1333.25,544.61,125.01,129.81,26.08,,,0,73.31,79.3,119.3,-870,-85,1226
2022-03-07T03:00:00+00:00,2022-03-07T04:00:00,DK1,2129.58,382.34,323.98,1304.4,11.43,2.39,3.28,0.39,117.83,43.63,19.24,-1626,174,1411
2022-03-07T03:00:00+00:00,2022-03-07T04:00:00,DK2,1359.16,543.05,128.16,126.48,25.93,,,0,73.04,89.54,168.89,-850,-174,1261
2022-03-07T04:00:00+00:00,2022-03-07T05:00:00,DK1,2294.62,392.67,390.88,1296.25,14.83,2.39,3.46,0.38,118.32,50.1,10.08,-1555,193,1414
2022-03-07T04:00:00+00:00,2022-03-07T05:00:00,DK2,1476.21,545.84,168.53,128.77,26.27,,,0,70.06,93.26,241.5,-858,-193,1283
2022-03-07T05:00:00+00:00,2022-03-07T06:00:00,DK1,2719.4,414.72,397.03,1291.3,17.85,2.4,3.76,0.7,96.62,63.17,8.22,-985,-11,1453
2022-03-07T05:00:00+00:00,2022-03-07T06:00:00,DK2,1722.86,591.65,165.25,131.05,29.95,,,0.2,70.41,73.97,226.98,-828,11,1282
2022-03-07T06:00:00+00:00,2022-03-07T07:00:00,DK1,3039.38,423.65,323.02,1287.37,18.17,2.39,3.92,39.61,95.51,86.57,9.71,-432,-230,1456
2022-03-07T06:00:00+00:00,2022-03-07T07:00:00,DK2,1918.62,648.76,173.07,129.79,32.88,,,22.46,72.75,59.89,211.52,-808,230,1181
2022-03-07T07:00:00+00:00,2022-03-07T08:00:00,DK1,3066.03,421.02,392.44,1415.64,20.8,2.39,4.23,213.98,94.5,100.03,13.18,-884,-154,1454
2022-03-07T07:00:00+00:00,2022-03-07T08:00:00,DK2,1969.74,633.83,182.47,139.77,35.02,,,113.14,77.15,46.74,196.21,-789,154,1208
2022-03-07T08:00:00+00:00,2022-03-07T09:00:00,DK1,3009.95,408.17,343.73,1324.04,18.51,2.39,3.97,443.28,91.58,88.7,21.39,-834,-251,1379
2022-03-07T08:00:00+00:00,2022-03-07T09:00:00,DK2,1966.66,652.44,125.04,135.92,31.89,,,216.66,75.99,33.45,176.11,-903,251,1196
2022-03-07T09:00:00+00:00,2022-03-07T10:00:00,DK1,2941.43,393.84,350.78,1235.31,19.82,2.39,4.07,619.3,93.86,48.16,24.57,-1136,-138,1456
2022-03-07T09:00:00+00:00,2022-03-07T10:00:00,DK2,1947.76,645.12,135.28,144.56,32.38,,,303.99,71.34,32.52,206.74,-876,138,1139
2022-03-07T10:00:00+00:00,2022-03-07T11:00:00,DK1,2962.08,369.49,229.11,1083.26,15.47,2.39,2.69,730.88,93.42,73.76,14.8,-1247,171,1453
2022-03-07T10:00:00+00:00,2022-03-07T11:00:00,DK2,1926.55,568.3,75.06,126.66,27.14,,,352.4,70.44,38.63,179.9,-514,-171,1196
2022-03-07T11:00:00+00:00,2022-03-07T12:00:00,DK1,2890.29,347.68,207.69,1085.33,13.99,2.39,2.46,752.33,91.05,84.04,18.82,-1216,118,1414
2022-03-07T11:00:00+00:00,2022-03-07T12:00:00,DK2,1903.74,566.93,55.64,118.71,25.62,,,367.35,73.42,41.37,159.82,-560,-118,1197
2022-03-07T12:00:00+00:00,2022-03-07T13:00:00,DK1,2863.53,349.86,198.7,1031.67,13.65,2.39,2.38,736.3,90.18,81.15,13.28,-1174,139,1411
2022-03-07T12:00:00+00:00,2022-03-07T13:00:00,DK2,1868.16,570.72,60.13,120.3,25.72,,,351,75.42,43.37,176.74,-608,-139,1216
2022-03-07T13:00:00+00:00,2022-03-07T14:00:00,DK1,2803.65,348.5,199.13,969.33,12.85,2.39,3.26,662.51,90.65,112.9,29.01,-1175,188,1411
2022-03-07T13:00:00+00:00,2022-03-07T14:00:00,DK2,1827.37,570.01,59.72,120.8,26.73,,,301.34,73.23,48.46,229.45,-495,-188,1109
2022-03-07T14:00:00+00:00,2022-03-07T15:00:00,DK1,2718.18,348.3,207.05,1080.38,13.92,2.39,3.5,513.46,92.74,163.05,15.63,-1185,109,1411
2022-03-07T14:00:00+00:00,2022-03-07T15:00:00,DK2,1789.59,567.39,68.37,124.92,28.63,,,219.24,72.77,43.41,293.49,-452,-109,965
2022-03-07T15:00:00+00:00,2022-03-07T16:00:00,DK1,2754.58,374.84,260.4,1168.73,16.12,2.4,3.79,297.57,94.8,174.36,10.04,-1010,8,1411
2022-03-07T15:00:00+00:00,2022-03-07T16:00:00,DK2,1825.06,578.77,77.97,130.79,30.27,,,107.34,75.38,37.95,242.31,-616,-8,1201
2022-03-07T16:00:00+00:00,2022-03-07T17:00:00,DK1,2942.86,434.68,371.21,1252.33,18.72,2.4,3.89,74.89,95.04,152.93,9.21,-723,-124,1411
2022-03-07T16:00:00+00:00,2022-03-07T17:00:00,DK2,1967.75,596.99,85.45,143.19,35.8,,,25.64,76.44,32.29,230.32,-581,124,1232
2022-03-07T17:00:00+00:00,2022-03-07T18:00:00,DK1,2997.31,433.11,407.36,1280.32,19.18,2.4,3.88,3.97,95.92,158.18,3.57,-614,-173,1411
2022-03-07T17:00:00+00:00,2022-03-07T18:00:00,DK2,2048.18,611.4,105.97,176.13,42.79,,,0.16,76.77,37.68,170.23,-603,173,1279
2022-03-07T18:00:00+00:00,2022-03-07T19:00:00,DK1,2874.57,441.37,409.5,1465.69,17.67,2.4,3.81,1.85,93.67,152.15,4.49,-1067,-24,1411
2022-03-07T18:00:00+00:00,2022-03-07T19:00:00,DK2,1960.37,665.96,106.57,175.62,40.32,,,0,77.12,34.53,136.55,-522,24,1246
2022-03-07T19:00:00+00:00,2022-03-07T20:00:00,DK1,2695.6,422.39,447.18,1508.92,18.77,2.4,4,1.85,95.28,161.97,7.07,-1314,-32,1411
2022-03-07T19:00:00+00:00,2022-03-07T20:00:00,DK2,1826.6,622.7,96.87,151.92,34.16,,,0,72.37,28.56,86.71,-606,32,1330
2022-03-07T20:00:00+00:00,2022-03-07T21:00:00,DK1,2545.5,367.1,498.39,1473.53,20.19,2.4,4.01,1.85,96.8,211.25,17.48,-1518,0,1411
2022-03-07T20:00:00+00:00,2022-03-07T21:00:00,DK2,1719.44,609.88,108.89,155.16,33.21,,,0,72.66,31.3,53.57,-599,0,1277
2022-03-07T21:00:00+00:00,2022-03-07T22:00:00,DK1,2422.28,372.36,434.34,1431.31,18.83,2.39,4.03,1.86,96.79,205.27,24.28,-1375,-161,1411
2022-03-07T21:00:00+00:00,2022-03-07T22:00:00,DK2,1613.27,588.71,84.63,149.67,31.38,,,0,73.49,35.55,24.66,-763,161,1249
2022-03-07T22:00:00+00:00,2022-03-07T23:00:00,DK1,2313.6,368.63,392.63,1313.27,16.14,2.39,3.65,1.85,94.69,164.31,30.44,-1159,-282,1411
2022-03-07T22:00:00+00:00,2022-03-07T23:00:00,DK2,1519.79,564.76,73.77,138.53,28.29,,,0,73.62,42.52,13.65,-926,282,1250
2022-03-07T23:00:00+00:00,2022-03-08T00:00:00,DK1,2235.87,327.23,310.87,1257.29,14.01,2.43,2.52,1.85,79.15,121.96,12.9,-978,-287,1411
2022-03-07T23:00:00+00:00,2022-03-08T00:00:00,DK2,1445.39,535.68,63.76,123.52,24.06,,,0,72.11,38.22,10.66,-972,287,1285
2022-03-08T00:00:00+00:00,2022-03-08T01:00:00,DK1,2188.58,339.19,299.59,1257.03,13.74,2.59,2.41,1.85,71.89,105.88,6.07,-1087,-197,1411
2022-03-08T00:00:00+00:00,2022-03-08T01:00:00,DK2,1399.4,537.13,62.94,122.74,23.86,,,0,72.5,31.05,8.63,-874,197,1241
2022-03-08T01:00:00+00:00,2022-03-08T02:00:00,DK1,2180.09,325.73,298.52,1223.76,13.51,2.59,2.29,1.85,71.31,111.79,6.4,-974,-276,1411
2022-03-08T01:00:00+00:00,2022-03-08T02:00:00,DK2,1380.97,540.99,65.78,121.69,23.64,,,0,72.21,28.94,5.19,-976,276,1246
2022-03-08T02:00:00+00:00,2022-03-08T03:00:00,DK1,2183,332.18,255.24,1152.28,13.76,2.59,2.45,1.85,70.55,153.37,14.27,-871,-318,1411
2022-03-08T02:00:00+00:00,2022-03-08T03:00:00,DK2,1389.65,536.98,62.48,121.86,23.76,,,0,72.7,28.8,19.2,-982,318,1211
2022-03-08T03:00:00+00:00,2022-03-08T04:00:00,DK1,2247.56,326.61,254.22,1180.73,14.1,2.59,2.48,1.85,71.23,143.37,21.92,-817,-336,1411
2022-03-08T03:00:00+00:00,2022-03-08T04:00:00,DK2,1423.38,538.27,69.92,123.25,25.07,,,0,72.12,26.45,25.33,-979,336,1208
2022-03-08T04:00:00+00:00,2022-03-08T05:00:00,DK1,2375.8,324.99,266.33,1119.16,14.42,2.59,2.52,1.85,72.4,120.66,33.63,-601,-372,1414
2022-03-08T04:00:00+00:00,2022-03-08T05:00:00,DK2,1530.68,560.32,104.04,139.63,31.56,,,0,73.57,25.51,14.63,-978,372,1211
2022-03-08T05:00:00+00:00,2022-03-08T06:00:00,DK1,2750.24,328.63,284.89,1255.52,16.96,2.59,3.8,2.23,94.53,118.17,37.45,-387,-438,1453
2022-03-08T05:00:00+00:00,2022-03-08T06:00:00,DK2,1767.45,578.76,124.9,165.89,40.55,,,0.24,75.89,32.06,22.55,-964,438,1278
2022-03-08T06:00:00+00:00,2022-03-08T07:00:00,DK1,2993.25,395.22,348.26,1347.09,16.66,2.59,3.84,26.35,95.37,164.7,44.4,-603,-236,1414
2022-03-08T06:00:00+00:00,2022-03-08T07:00:00,DK2,1960.26,599.17,169.13,169.11,44.64,,,18.7,76.36,33.51,20.03,-651,236,1266
2022-03-08T07:00:00+00:00,2022-03-08T08:00:00,DK1,3017.53,425.43,416.56,1303.94,19.28,2.59,3.68,132.37,95.67,194.36,79.07,-447,0,821
2022-03-08T07:00:00+00:00,2022-03-08T08:00:00,DK2,2010.16,603.09,206.85,188.65,80.5,,,68.7,97.79,34.06,16.7,-203,0,941
2022-03-08T08:00:00+00:00,2022-03-08T09:00:00,DK1,3089.4,418.31,358.87,1222.47,18.91,2.59,3.81,266.83,75.28,164.62,78.99,-563,0,1079
2022-03-08T08:00:00+00:00,2022-03-08T09:00:00,DK2,2047.23,591.06,190.68,170.84,41.18,,,123.4,77.76,30.42,19.43,84,0,737
2022-03-08T09:00:00+00:00,2022-03-08T10:00:00,DK1,3074.18,347.46,243.86,1080.49,14.01,2.59,3.48,471.33,73.01,150,65.34,-356,0,1006
2022-03-08T09:00:00+00:00,2022-03-08T10:00:00,DK2,2027.23,572.4,165.21,132.86,32.08,,,188.59,71.43,29.06,34.04,-165,0,983
2022-03-08T10:00:00+00:00,2022-03-08T11:00:00,DK1,2987.51,319.84,204,973.93,13.08,2.59,3.47,655.13,90.97,143.49,58.93,-349,0,900
2022-03-08T10:00:00+00:00,2022-03-08T11:00:00,DK2,1983.17,553.39,126.62,127.82,29.87,,,253.67,65.59,33.27,40.2,-80,0,851
2022-03-08T11:00:00+00:00,2022-03-08T12:00:00,DK1,2859.27,318.41,196.09,981.45,12.63,2.59,3.43,717.82,72.91,129.28,51.77,-247,-1,666
2022-03-08T11:00:00+00:00,2022-03-08T12:00:00,DK2,1930.52,540.91,104.02,124.49,28.43,,,305.36,63.39,36.54,26.66,27,1,699
2022-03-08T12:00:00+00:00,2022-03-08T13:00:00,DK1,2834.57,319.72,202.11,1028.49,12.22,2.59,3.27,728.55,70.58,99.42,19.27,-214,-24,625
2022-03-08T12:00:00+00:00,2022-03-08T13:00:00,DK2,1896.09,527.78,102.49,123.05,26.57,,,312.18,60.28,34.49,9.44,-280,24,981
2022-03-08T13:00:00+00:00,2022-03-08T14:00:00,DK1,2807.52,380.73,210.06,1118.6,12.84,2.59,3.25,680.99,91.74,61.84,15.45,-267,-364,887
2022-03-08T13:00:00+00:00,2022-03-08T14:00:00,DK2,1865.88,545.45,124.43,125.05,25.6,,,270.88,61.5,34.97,1.66,-820,364,1157
